bit,LL_ptr
3314,43078
7432,65494
13523,83769
35123,148568
35584,149950
35855,150764
1760,22873
3304,42949
7631,66093
11785,78554
13883,84847
33322,143166
35483,149649
36770,153510
49,632
4191,54478
10738,75413
13544,83831
14243,85929
33701,144301
35843,150729
40113,163538
398,5168
2654,34496
8218,67853
14603,87009
19211,100832
34497,146690
36203,151807
42551,170853
779,10122
2821,36669
8702,69306
14963,88089
16705,93315
23091,112472
31346,137237
36563,152889
2099,27280
3827,49743
5419,59456
15323,89168
17626,96077
23343,113228
27318,125153
36923,153967
2339,30403
3391,44077
9750,72449
11972,79116
15683,90249
34592,146976
37283,155048
39529,161785
460,5974
1659,21560
9284,71050
16043,91329
21461,107581
32454,140562
33622,144066
37643,156129
2488,32339
3622,47082
13015,82244
15001,88201
16403,92408
27513,125739
30243,133929
38003,157209
350,4544
3123,40595
5622,60065
14998,88193
16763,93488
21860,108779
22026,109277
38363,158289
2299,29882
2470,32106
4723,57369
17123,94569
18019,97257
21877,108829
38723,159368
41380,167338
215,2789
1617,21017
6658,63173
16280,92040
17483,95649
33138,142614
39083,160448
42046,169336
1348,17519
1952,25372
3692,47993
7694,66281
17843,96727
27329,125185
39443,161528
42984,172152
741,9628
2917,37915
8703,69308
11322,77166
18203,97808
39803,162608
40567,164900
43160,172679
29,373
1923,24996
2262,29400
3811,49536
18563,98888
26894,123881
40163,163687
41955,169065
1335,17350
2915,37890
14758,87472
18609,99025
18923,99967
34209,145826
36589,152966
40523,164769
2240,29115
3890,50564
5359,59275
15724,90371
19283,101047
22406,110418
37658,156173
40883,165848
2993,38902
4199,54581
6257,61971
17695,96285
19643,102128
25514,119740
28881,129843
41243,166929
1765,22937
2906,37773
7369,65307
11613,78039
20003,103207
38179,157736
41603,168007
42589,170966
1041,13529
3432,44609
16856,93766
20363,104288
21357,107271
36133,151599
39385,161355
41963,169088
1386,18013
3732,48511
15500,89699
17757,96470
20723,105369
23020,112258
29916,132948
42323,170167
1593,20706
1841,23927
3112,40453
18859,99776
21083,106447
24167,115701
32202,139806
42683,171247
627,8148
1211,15738
1633,21224
3198,41570
21443,107528
36637,153109
39780,162540
43043,172328
200,2595
204,2646
4288,55739
4654,57160
14320,86158
21804,108612
28479,128636
28772,129515
564,7327
1095,14229
2773,36045
4648,57143
6459,62576
22164,109690
40103,163509
40582,164944
924,12007
2933,38122
4092,53192
14286,86057
17133,94598
22524,110770
30732,135395
42212,169836
616,8004
1181,15348
1284,16688
2495,32429
5945,61034
22884,111852
38457,158570
41304,167111
467,6064
723,9394
1644,21366
11025,76274
21053,106358
23244,112931
26218,121853
28250,127950
2004,26047
2052,26670
2632,34210
3286,42717
20560,104880
22473,110618
23604,114012
23771,114513
67,866
2356,30623
2364,30726
3231,41998
12708,81323
23964,115091
25024,118272
29922,132965
158,2049
700,9095
2724,35408
2740,35615
5337,59210
24324,116170
31761,138483
35918,150952
3084,40089
3798,49369
4314,56076
4835,57704
11481,77642
24684,117251
38640,159120
39895,162883
1676,21780
2158,28049
2548,33118
3444,44765
15220,88860
25044,118331
34018,145253
37337,155210
2517,32716
2589,33651
3804,49446
13816,84647
15367,89299
25404,119411
30671,135213
33919,144957
805,10460
2271,29517
3021,39266
4164,54128
12120,79558
25764,120491
29622,132066
35121,148563
1118,14528
3467,45065
4524,56772
15848,90743
20324,104172
22940,112019
26124,121571
37143,154629
253,3284
457,5936
4097,53256
4884,57851
14627,87080
23435,113504
26484,122651
27560,125879
1071,13918
1706,22170
5244,58932
8634,69101
10011,73232
26844,123731
27903,126909
29634,132101
850,11043
3789,49253
5604,60012
9271,71012
20436,104506
25608,120024
27204,124812
38791,159571
1402,18220
3938,51188
5964,61090
7045,64334
12436,80507
27564,125890
31264,136991
36840,153719
985,12801
1971,25619
2172,28231
6324,62171
12374,80322
27924,126971
28398,128392
39004,160212
2111,27436
3529,45871
6684,63250
10533,74798
13787,84561
23813,114638
28284,128051
31899,138895
28,361
3471,45116
7044,64332
16928,93983
18149,97646
24235,115904
28644,129132
30353,134258
479,6219
1976,25683
5814,60642
7404,65411
16075,91424
22008,109224
29004,130210
32561,140882
2522,32781
2777,36096
7764,66490
10168,73703
12989,82167
29199,130796
29364,131292
31625,138074
1148,14919
2923,37993
8124,67572
17323,95168
19918,102953
25386,119358
26711,123333
29724,132370
297,3855
1542,20044
3994,51917
8484,68651
19185,100755
30084,133452
41516,167748
41553,167858
824,10706
3190,41467
4166,54153
8844,69730
16437,92509
24534,116801
30444,134531
32291,140071
70,904
694,9018
3479,45221
9204,70812
13326,83177
30804,135610
35533,149798
38092,157475
196,2544
1556,20225
9564,71890
19449,101547
19522,101765
27963,127087
29421,131462
31164,136691
638,8291
1726,22431
9924,72972
11148,76642
20973,106119
26024,121272
31524,137772
34612,147035
974,12657
3728,48460
3746,48693
7957,67070
10284,74050
31884,138851
38152,157654
40735,165404
3291,42781
4027,52346
10161,73683
10644,75131
19911,102933
26598,122993
32244,139931
33026,142277
2083,27073
3333,43324
6648,63144
11004,76212
12683,81249
31072,136416
32604,141010
35207,148819
1567,20369
2434,31638
2846,36993
4154,53999
11364,77291
32964,142091
36148,151643
42245,169934
711,9237
1962,25503
2588,33639
4290,55764
11724,78371
26377,122330
28997,130190
33324,143171
426,5533
3322,43181
3620,47057
9466,71597
12084,79451
33684,144251
37443,155528
40688,165264
1354,17597
2529,32871
12444,80530
18793,99579
20743,105428
23426,113478
25132,118594
34044,145330
826,10731
4318,56127
8476,68628
9423,71469
12804,81610
24526,116778
34404,146412
39128,160582
1192,15491
1803,23434
6841,63722
13164,82691
18492,98676
25778,120533
32856,141768
34764,147491
944,12267
1315,17091
3315,43091
7433,65497
13524,83772
35124,148571
35585,149953
35856,150767
1761,22886
3305,42962
7632,66096
11786,78557
13884,84850
33323,143169
35484,149652
36771,153513
50,646
4192,54491
10739,75416
13545,83834
14244,85932
33702,144304
35844,150732
40114,163541
399,5181
2655,34509
8219,67856
14604,87012
19212,100835
34498,146693
36204,151810
42552,170856
780,10135
2822,36682
8703,69309
14964,88092
16706,93318
23092,112475
31347,137240
36564,152892
2100,27293
3828,49756
5420,59460
15324,89171
17627,96080
23344,113231
27319,125156
36924,153970
2340,30416
3392,44090
9751,72452
11973,79119
15684,90252
34593,146979
37284,155051
39530,161788
461,5987
1660,21573
9285,71053
16044,91332
21462,107584
32455,140565
33623,144069
37644,156132
2489,32352
3623,47095
13016,82247
15002,88204
16404,92411
27514,125742
30244,133932
38004,157212
351,4557
3124,40608
5623,60068
14999,88196
16764,93491
21861,108782
22027,109280
38364,158292
2300,29895
2471,32119
4724,57372
17124,94572
18020,97260
21878,108832
38724,159371
41381,167341
216,2802
1618,21030
6659,63176
16281,92043
17484,95652
33139,142617
39084,160451
42047,169339
1349,17533
1953,25385
3693,48006
7695,66284
17844,96730
27330,125188
39444,161531
42985,172155
742,9641
2918,37928
8704,69311
11323,77169
18204,97811
39804,162611
40568,164903
43161,172682
30,386
1924,25009
2263,29413
3812,49549
18564,98891
26895,123884
40164,163690
41956,169068
1336,17363
2916,37903
14759,87475
18610,99028
18924,99970
34210,145829
36590,152969
40524,164772
2241,29128
3891,50577
5360,59278
15725,90374
19284,101050
22407,110421
37659,156176
40884,165851
2994,38915
4200,54594
6258,61974
17696,96288
19644,102131
25515,119743
28882,129846
41244,166932
1766,22950
2907,37786
7370,65310
11614,78042
20004,103210
38180,157739
41604,168010
42590,170969
1042,13542
3433,44622
16857,93769
20364,104291
21358,107274
36134,151602
39386,161358
41964,169091
1387,18026
3733,48524
15501,89702
17758,96473
20724,105372
23021,112261
29917,132951
42324,170170
1594,20719
1842,23940
3113,40466
18860,99779
21084,106450
24168,115704
32203,139809
42684,171250
628,8161
1212,15751
1634,21237
3199,41583
21444,107531
36638,153112
39781,162543
43044,172331
201,2608
205,2659
4289,55752
4655,57163
14321,86161
21805,108615
28480,128639
28773,129518
565,7340
1096,14242
2774,36058
4649,57146
6460,62579
22165,109694
40104,163512
40583,164947
925,12020
2934,38135
4093,53205
14287,86060
17134,94601
22525,110773
30733,135398
42213,169839
617,8017
1182,15361
1285,16701
2496,32442
5946,61037
22885,111855
38458,158573
41305,167114
468,6077
724,9407
1645,21379
11026,76277
21054,106361
23245,112934
26219,121856
28251,127953
2005,26060
2053,26683
2633,34223
3287,42730
20561,104883
22474,110621
23605,114015
23772,114516
68,879
2357,30636
2365,30739
3232,42011
12709,81326
23965,115094
25025,118275
29923,132968
159,2062
701,9108
2725,35421
2741,35628
5338,59213
24325,116174
31762,138486
35919,150955
3085,40102
3799,49382
4315,56089
4836,57707
11482,77645
24685,117254
38641,159123
39896,162886
1677,21793
2159,28062
2549,33131
3445,44778
15221,88863
25045,118334
34019,145256
37338,155213
2518,32729
2590,33664
3805,49459
13817,84650
15368,89302
25405,119414
30672,135216
33920,144960
806,10473
2272,29530
3022,39279
4165,54141
12121,79561
25765,120495
29623,132069
35122,148566
1119,14541
3468,45078
4525,56775
15849,90746
20325,104175
22941,112022
26125,121574
37144,154632
254,3297
458,5949
4098,53269
4885,57854
14628,87083
23436,113507
26485,122654
27561,125882
1072,13931
1707,22183
5245,58935
8635,69104
10012,73235
26845,123734
27904,126912
29635,132104
851,11056
3790,49266
5605,60015
9272,71015
20437,104509
25609,120027
27205,124815
38792,159574
1403,18233
3939,51201
5965,61093
7046,64337
12437,80510
27565,125893
31265,136994
36841,153722
986,12814
1972,25632
2173,28244
6325,62174
12375,80325
27925,126974
28399,128395
39005,160215
2112,27449
3530,45884
6685,63253
10534,74801
13788,84564
23814,114641
28285,128054
31900,138898
29,374
3472,45130
7045,64335
16929,93986
18150,97649
24236,115907
28645,129135
30354,134261
480,6232
1977,25696
5815,60645
7405,65414
16076,91427
22009,109227
29005,130213
32562,140885
2523,32794
2778,36109
7765,66493
10169,73706
12990,82170
29200,130799
29365,131295
31626,138077
1149,14932
2924,38006
8125,67575
17324,95171
19919,102956
25387,119361
26712,123336
29725,132373
298,3868
1543,20057
3995,51930
8485,68654
19186,100758
30085,133455
41517,167751
41554,167861
825,10719
3191,41480
4167,54166
8845,69733
16438,92513
24535,116804
30445,134534
32292,140074
71,917
695,9031
3480,45234
9205,70815
13327,83180
30805,135613
35534,149801
38093,157478
197,2557
1557,20238
9565,71893
19450,101550
19523,101768
27964,127090
29422,131465
31165,136694
639,8304
1727,22444
9925,72975
11149,76645
20974,106122
26025,121275
31525,137775
34613,147038
975,12670
3729,48473
3747,48706
7958,67073
10285,74053
31885,138854
38153,157657
40736,165407
3292,42794
4028,52359
10162,73686
10645,75134
19912,102936
26599,122996
32245,139934
33027,142280
2084,27086
3334,43337
6649,63147
11005,76215
12684,81252
31073,136419
32605,141013
35208,148822
1568,20382
2435,31651
2847,37006
4155,54012
11365,77294
32965,142094
36149,151646
42246,169937
712,9250
1963,25516
2589,33652
4291,55777
11725,78374
26378,122333
28998,130193
33325,143174
427,5546
3323,43194
3621,47070
9467,71600
12085,79454
33685,144254
37444,155531
40689,165267
1355,17610
2530,32884
12445,80533
18794,99582
20744,105431
23427,113481
25133,118597
34045,145333
827,10744
4319,56140
8477,68631
9424,71472
12805,81613
24527,116781
34405,146415
39129,160585
1193,15504
1804,23447
6842,63726
13165,82694
18493,98679
25779,120536
32857,141771
34765,147494
945,12280
1316,17104
3316,43104
7434,65500
13525,83775
35125,148574
35586,149956
35857,150770
1762,22899
3306,42975
7633,66099
11787,78560
13885,84853
33324,143172
35485,149655
36772,153516
51,659
4193,54504
10740,75419
13546,83837
14245,85935
33703,144307
35845,150735
40115,163544
400,5194
2656,34522
8220,67859
14605,87015
19213,100838
34499,146696
36205,151813
42553,170859
781,10148
2823,36695
8704,69312
14965,88095
16707,93321
23093,112478
31348,137243
36565,152895
2101,27306
3829,49769
5421,59463
15325,89174
17628,96083
23345,113234
27320,125159
36925,153973
2341,30429
3393,44103
9752,72455
11974,79122
15685,90255
34594,146982
37285,155054
39531,161791
462,6000
1661,21586
9286,71056
16045,91335
21463,107587
32456,140568
33624,144072
37645,156135
2490,32365
3624,47108
13017,82250
15003,88207
16405,92414
27515,125745
30245,133935
38005,157215
352,4570
3125,40621
5624,60071
15000,88199
16765,93494
21862,108785
22028,109283
38365,158295
2301,29908
2472,32132
4725,57375
17125,94575
18021,97263
21879,108835
38725,159374
41382,167344
217,2815
1619,21043
6660,63179
16282,92046
17485,95655
33140,142620
39085,160454
42048,169342
1350,17546
1954,25398
3694,48019
7696,66287
17845,96733
27331,125191
39445,161534
42986,172158
743,9654
2919,37941
8705,69314
11324,77172
18205,97814
39805,162614
40569,164906
43162,172685
31,399
1925,25022
2264,29426
3813,49562
18565,98894
26896,123887
40165,163693
41957,169071
1337,17376
2917,37916
14760,87478
18611,99031
18925,99973
34211,145832
36591,152972
40525,164775
2242,29141
3892,50590
5361,59281
15726,90377
19285,101053
22408,110424
37660,156179
40885,165854
2995,38928
4201,54607
6259,61977
17697,96291
19645,102134
25516,119746
28883,129849
41245,166935
1767,22963
2908,37799
7371,65313
11615,78045
20005,103213
38181,157742
41605,168013
42591,170972
1043,13555
3434,44635
16858,93772
20365,104294
21359,107277
36135,151605
39387,161361
41965,169094
1388,18039
3734,48537
15502,89705
17759,96476
20725,105375
23022,112264
29918,132954
42325,170173
1595,20732
1843,23953
3114,40479
18861,99782
21085,106453
24169,115707
32204,139812
42685,171253
629,8174
1213,15764
1635,21250
3200,41596
21445,107534
36639,153115
39782,162546
43045,172334
202,2621
206,2672
4290,55765
4656,57166
14322,86164
21806,108618
28481,128642
28774,129521
566,7353
1097,14255
2775,36071
4650,57149
6461,62582
22166,109697
40105,163515
40584,164950
926,12033
2935,38148
4094,53218
14288,86063
17135,94604
22526,110776
30734,135401
42214,169842
618,8031
1183,15374
1286,16714
2497,32456
5947,61040
22886,111858
38459,158576
41306,167117
469,6090
725,9420
1646,21392
11027,76280
21055,106364
23246,112937
26220,121859
28252,127956
2006,26073
2054,26696
2634,34236
3288,42743
20562,104886
22475,110624
23606,114018
23773,114519
69,892
2358,30649
2366,30752
3233,42024
12710,81329
23966,115097
25026,118278
29924,132971
160,2075
702,9121
2726,35434
2742,35641
5339,59216
24326,116177
31763,138489
35920,150958
3086,40115
3800,49395
4316,56102
4837,57710
11483,77648
24686,117257
38642,159126
39897,162889
1678,21806
2160,28075
2550,33144
3446,44791
15222,88866
25046,118337
34020,145259
37339,155216
2519,32742
2591,33677
3806,49472
13818,84653
15369,89305
25406,119417
30673,135219
33921,144963
807,10486
2273,29543
3023,39292
4166,54154
12122,79564
25766,120498
29624,132072
35123,148569
1120,14554
3469,45091
4526,56778
15850,90749
20326,104178
22942,112025
26126,121577
37145,154635
255,3310
459,5962
4099,53282
4886,57857
14629,87086
23437,113510
26486,122657
27562,125885
1073,13944
1708,22196
5246,58938
8636,69107
10013,73238
26846,123737
27905,126915
29636,132107
852,11069
3791,49279
5606,60018
9273,71018
20438,104512
25610,120030
27206,124818
38793,159577
1404,18246
3940,51214
5966,61096
7047,64340
12438,80513
27566,125896
31266,136997
36842,153725
987,12827
1973,25645
2174,28257
6326,62177
12376,80328
27926,126977
28400,128398
39006,160218
2113,27462
3531,45897
6686,63256
10535,74804
13789,84567
23815,114644
28286,128057
31901,138901
30,387
3473,45143
7046,64338
16930,93990
18151,97652
24237,115910
28646,129138
30355,134264
481,6245
1978,25709
5816,60648
7406,65417
16077,91430
22010,109230
29006,130216
32563,140888
2524,32807
2779,36122
7766,66496
10170,73709
12991,82173
29201,130802
29366,131298
31627,138080
1150,14945
2925,38019
8126,67578
17325,95174
19920,102959
25388,119364
26713,123339
29726,132376
299,3881
1544,20070
3996,51943
8486,68657
19187,100761
30086,133458
41518,167754
41555,167864
826,10732
3192,41493
4168,54179
8846,69736
16439,92516
24536,116807
30446,134537
32293,140077
72,930
696,9044
3481,45247
9206,70818
13328,83183
30806,135616
35535,149804
38094,157481
198,2570
1558,20252
9566,71896
19451,101553
19524,101771
27965,127093
29423,131468
31166,136697
640,8317
1728,22457
9926,72978
11150,76648
20975,106125
26026,121278
31526,137778
34614,147041
976,12683
3730,48486
3748,48719
7959,67076
10286,74056
31886,138857
38154,157660
40737,165410
3293,42807
4029,52372
10163,73689
10646,75137
19913,102939
26600,122999
32246,139937
33028,142283
2085,27099
3335,43350
6650,63150
11006,76218
12685,81255
31074,136422
32606,141016
35209,148825
1569,20395
2436,31664
2848,37019
4156,54025
11366,77297
32966,142097
36150,151649
42247,169940
713,9263
1964,25529
2590,33665
4292,55790
11726,78377
26379,122336
28999,130196
33326,143177
428,5559
3324,43207
3622,47083
9468,71603
12086,79457
33686,144257
37445,155534
40690,165270
1356,17623
2531,32897
12446,80536
18795,99585
20745,105434
23428,113484
25134,118600
34046,145336
828,10757
4320,56153
8478,68634
9425,71475
12806,81616
24528,116784
34406,146418
39130,160588
1194,15517
1805,23460
6843,63729
13166,82697
18494,98682
25780,120539
32858,141774
34766,147497
946,12293
1317,17117
3317,43117
7435,65503
13526,83778
35126,148577
35587,149959
35858,150773
1763,22912
3307,42988
7634,66102
11788,78563
13886,84856
33325,143175
35486,149658
36773,153519
52,672
4194,54517
10741,75422
13547,83840
14246,85938
33704,144310
35846,150738
40116,163547
401,5207
2657,34535
8221,67862
14606,87018
19214,100841
34500,146699
36206,151816
42554,170862
782,10162
2824,36708
8705,69315
14966,88098
16708,93324
23094,112481
31349,137246
36566,152898
2102,27319
3830,49782
5422,59466
15326,89177
17629,96086
23346,113237
27321,125162
36926,153976
2342,30442
3394,44116
9753,72458
11975,79125
15686,90258
34595,146985
37286,155057
39532,161794
463,6013
1662,21599
9287,71059
16046,91338
21464,107590
32457,140571
33625,144075
37646,156138
2491,32378
3625,47122
13018,82253
15004,88210
16406,92417
27516,125748
30246,133938
38006,157218
353,4584
3126,40634
5625,60074
15001,88202
16766,93497
21863,108788
22029,109286
38366,158298
2302,29921
2473,32145
4726,57378
17126,94578
18022,97266
21880,108838
38726,159377
41383,167347
218,2828
1620,21056
6661,63182
16283,92049
17486,95658
33141,142623
39086,160457
42049,169345
1351,17559
1955,25412
3695,48032
7697,66290
17846,96736
27332,125194
39446,161537
42987,172161
744,9667
2920,37954
8706,69317
11325,77175
18206,97817
39806,162617
40570,164909
43163,172688
32,412
1926,25035
2265,29439
3814,49575
18566,98897
26897,123890
40166,163696
41958,169074
1338,17390
2918,37929
14401,86402
18612,99034
18926,99976
34212,145835
36592,152975
40526,164778
2243,29154
3893,50603
5362,59284
15727,90380
19286,101056
22409,110427
37661,156182
40886,165857
2996,38942
4202,54620
6260,61980
17698,96294
19646,102137
25517,119749
28884,129852
41246,166938
1768,22976
2909,37812
7372,65316
11616,78048
20006,103216
38182,157745
41606,168016
42592,170975
1044,13568
3435,44648
16859,93775
20366,104297
21360,107280
36136,151608
39388,161364
41966,169097
1389,18052
3735,48551
15503,89708
17760,96479
20726,105378
23023,112267
29919,132957
42326,170176
1596,20745
1844,23966
3115,40492
18862,99785
21086,106456
24170,115710
32205,139815
42686,171256
630,8187
1214,15777
1636,21263
3201,41609
21446,107537
36640,153118
39783,162549
43046,172337
203,2634
207,2686
4291,55778
4657,57169
14323,86167
21807,108621
28482,128645
28775,129524
567,7366
1098,14268
2776,36084
4651,57152
6462,62585
22167,109700
40106,163518
40585,164953
927,12046
2936,38161
4095,53231
14289,86066
17136,94607
22527,110779
30735,135404
42215,169845
619,8044
1184,15388
1287,16727
2498,32469
5948,61043
22887,111861
38460,158579
41307,167120
470,6103
726,9433
1647,21405
11028,76283
21056,106367
23247,112940
26221,121862
28253,127959
2007,26086
2055,26709
2635,34249
3289,42756
20563,104889
22476,110627
23607,114021
23774,114522
70,905
2359,30662
2367,30765
3234,42037
12711,81332
23967,115100
25027,118281
29925,132974
161,2088
703,9134
2727,35447
2743,35654
5340,59219
24327,116180
31764,138492
35921,150961
3087,40128
3801,49408
4317,56115
4838,57713
11484,77651
24687,117260
38643,159129
39898,162892
1679,21819
1801,23409
2551,33157
3447,44804
15223,88869
25047,118340
34021,145262
37340,155219
2520,32755
2592,33690
3807,49485
13819,84656
15370,89308
25407,119420
30674,135222
33922,144966
808,10499
2274,29556
3024,39305
4167,54167
12123,79567
25767,120501
29625,132075
35124,148572
1121,14567
3470,45104
4527,56781
15851,90752
20327,104181
22943,112028
26127,121580
37146,154638
256,3323
460,5975
4100,53295
4887,57860
14630,87089
23438,113513
26487,122660
27563,125888
1074,13957
1709,22209
5247,58941
8637,69110
10014,73241
26847,123740
27906,126918
29637,132110
853,11082
3792,49292
5607,60021
9274,71021
20439,104515
25611,120033
27207,124821
38794,159580
1405,18259
3941,51227
5967,61099
7048,64343
12439,80516
27567,125899
31267,137000
36843,153728
988,12840
1974,25658
2175,28270
6327,62180
12377,80331
27927,126980
28401,128401
39007,160221
2114,27475
3532,45910
6687,63259
10536,74808
13790,84570
23816,114647
28287,128060
31902,138904
31,400
3474,45156
7047,64341
16931,93993
18152,97655
24238,115913
28647,129141
30356,134267
482,6258
1979,25722
5817,60651
7407,65420
16078,91433
22011,109233
29007,130219
32564,140891
2525,32820
2780,36135
7767,66499
10171,73712
12992,82176
29202,130805
29367,131301
31628,138083
1151,14959
2926,38032
8127,67581
17326,95177
19921,102962
25389,119367
26714,123342
29727,132379
300,3894
1545,20083
3997,51957
8487,68660
19188,100764
30087,133461
41519,167757
41556,167867
827,10745
3193,41506
4169,54192
8847,69739
16440,92519
24537,116810
30447,134540
32294,140080
73,943
697,9057
3482,45260
9207,70821
13329,83186
30807,135619
35536,149807
38095,157484
199,2583
1559,20265
9567,71899
19452,101556
19525,101774
27966,127096
29424,131471
31167,136700
641,8330
1729,22470
9927,72981
11151,76651
20976,106128
26027,121281
31527,137781
34615,147044
977,12696
3731,48499
3749,48732
7960,67079
10287,74059
31887,138860
38155,157663
40738,165413
3294,42820
4030,52385
10164,73692
10647,75140
19914,102942
26601,123002
32247,139940
33029,142286
2086,27112
3336,43363
6651,63153
11007,76221
12686,81258
31075,136425
32607,141019
35210,148828
1570,20408
2437,31677
2849,37032
4157,54038
11367,77300
32967,142100
36151,151652
42248,169943
714,9276
1965,25542
2591,33678
4293,55803
11727,78380
26380,122339
29000,130199
33327,143180
429,5572
3325,43220
3623,47096
9469,71606
12087,79460
33687,144260
37446,155537
40691,165273
1357,17636
2532,32910
12447,80539
18796,99588
20746,105437
23429,113487
25135,118603
34047,145339
829,10770
3961,51487
8479,68637
9426,71478
12807,81619
24529,116787
34407,146421
39131,160591
1195,15530
1806,23473
6844,63732
13167,82700
18495,98685
25781,120542
32859,141777
34767,147500
947,12306
1318,17130
3318,43130
7436,65506
13527,83781
35127,148580
35588,149962
35859,150776
1764,22925
3308,43001
7635,66105
11789,78566
13887,84859
33326,143178
35487,149661
36774,153522
53,685
4195,54530
10742,75425
13548,83843
14247,85941
33705,144313
35847,150741
40117,163550
402,5220
2658,34548
8222,67865
14607,87021
19215,100844
34501,146702
36207,151819
42555,170865
783,10175
2825,36721
8706,69318
14967,88101
16709,93327
23095,112484
31350,137249
36567,152901
2103,27332
3831,49795
5423,59469
15327,89180
17630,96089
23347,113240
27322,125165
36927,153979
2343,30455
3395,44129
9754,72461
11976,79128
15687,90261
34596,146988
37287,155060
39533,161797
464,6026
1663,21612
9288,71062
16047,91341
21465,107593
32458,140574
33626,144078
37647,156141
2492,32391
3626,47135
13019,82256
15005,88213
16407,92420
27517,125751
30247,133941
38007,157221
354,4597
3127,40647
5626,60077
15002,88205
16767,93500
21864,108791
22030,109289
38367,158301
2303,29934
2474,32158
4727,57381
17127,94581
18023,97269
21881,108841
38727,159380
41384,167350
219,2841
1621,21069
6662,63185
16284,92052
17487,95661
33142,142626
39087,160460
42050,169348
1352,17572
1956,25425
3696,48045
7698,66293
17847,96739
27333,125197
39447,161540
42988,172164
745,9680
2921,37968
8707,69320
11326,77178
18207,97820
39807,162620
40571,164912
43164,172691
33,425
1927,25048
2266,29452
3815,49588
18567,98900
26898,123893
40167,163699
41959,169077
1339,17403
2919,37942
14402,86405
18613,99037
18927,99979
34213,145838
36593,152978
40527,164781
2244,29167
3894,50616
5363,59287
15728,90383
19287,101059
22410,110430
37662,156185
40887,165860
2997,38955
4203,54633
6261,61983
17699,96297
19647,102140
25518,119752
28885,129855
41247,166941
1769,22989
2910,37826
7373,65319
11617,78051
20007,103219
38183,157748
41607,168019
42593,170978
1045,13581
3436,44661
16860,93778
20367,104300
21361,107283
36137,151611
39389,161367
41967,169100
1390,18065
3736,48564
15504,89711
17761,96482
20727,105381
23024,112270
29920,132960
42327,170179
1597,20758
1845,23979
3116,40505
18863,99788
21087,106459
24171,115713
32206,139818
42687,171259
631,8200
1215,15790
1637,21276
3202,41622
21447,107540
36641,153121
39784,162552
43047,172340
204,2647
208,2699
4292,55791
4658,57172
14324,86170
21808,108624
28483,128648
28776,129527
568,7379
1099,14281
2777,36097
4652,57155
6463,62588
22168,109703
40107,163521
40586,164956
928,12059
2937,38174
4096,53244
14290,86069
17137,94610
22528,110782
30736,135407
42216,169848
620,8057
1185,15401
1288,16740
2499,32482
5949,61046
22888,111864
38461,158582
41308,167123
471,6116
727,9446
1648,21418
11029,76286
21057,106370
23248,112943
26222,121865
28254,127962
2008,26099
2056,26722
2636,34262
3290,42769
20564,104892
22477,110630
23608,114024
23775,114525
71,918
2360,30675
2368,30778
3235,42050
12712,81335
23968,115103
25028,118284
29926,132977
162,2101
704,9147
2728,35460
2744,35667
5341,59222
24328,116183
31765,138495
35922,150964
3088,40141
3802,49421
4318,56128
4839,57716
11485,77654
24688,117263
38644,159132
39899,162895
1680,21832
1802,23422
2552,33170
3448,44818
15224,88872
25048,118343
34022,145265
37341,155222
2161,28089
2593,33703
3808,49498
13820,84659
15371,89311
25408,119423
30675,135225
33923,144969
809,10512
2275,29569
3025,39318
4168,54180
12124,79570
25768,120504
29626,132078
35125,148575
1122,14580
3471,45117
4528,56784
15852,90755
20328,104184
22944,112031
26128,121583
37147,154641
257,3336
461,5988
4101,53308
4888,57863
14631,87092
23439,113516
26488,122663
27564,125891
1075,13970
1710,22222
5248,58944
8638,69113
10015,73244
26848,123743
27907,126921
29638,132113
854,11095
3793,49305
5608,60024
9275,71024
20440,104518
25612,120036
27208,124824
38795,159583
1406,18272
3942,51240
5968,61102
7049,64346
12440,80519
27568,125902
31268,137003
36844,153731
989,12853
1975,25671
2176,28283
6328,62183
12378,80334
27928,126983
28402,128404
39008,160224
2115,27488
3533,45923
6688,63262
10537,74811
13791,84573
23817,114650
28288,128063
31903,138907
32,413
3475,45169
7048,64344
16932,93996
18153,97658
24239,115916
28648,129144
30357,134270
483,6271
1980,25735
5818,60654
7408,65423
16079,91436
22012,109236
29008,130222
32565,140894
2526,32833
2781,36148
7768,66502
10172,73715
12993,82179
29203,130808
29368,131304
31629,138086
1152,14972
2927,38045
8128,67584
17327,95180
19922,102965
25390,119370
26715,123345
29728,132382
301,3907
1546,20096
3998,51970
8488,68663
19189,100767
30088,133464
41520,167760
41557,167870
828,10758
3194,41519
4170,54205
8848,69742
16441,92522
24538,116813
30448,134543
32295,140083
74,956
698,9070
3483,45273
9208,70824
13330,83189
30808,135622
35537,149810
38096,157487
200,2596
1560,20278
9568,71902
19453,101559
19526,101777
27967,127099
29425,131474
31168,136703
642,8343
1730,22483
9928,72984
11152,76654
20977,106131
26028,121284
31528,137784
34616,147047
978,12709
3732,48512
3750,48745
7961,67082
10288,74062
31888,138863
38156,157666
40739,165416
3295,42833
4031,52398
10165,73695
10648,75143
19915,102945
26602,123005
32248,139943
33030,142289
2087,27125
3337,43376
6652,63156
11008,76224
12687,81261
31076,136428
32608,141022
35211,148831
1571,20421
2438,31690
2850,37045
4158,54051
11368,77303
32968,142103
36152,151655
42249,169946
715,9289
1966,25555
2592,33691
4294,55816
11728,78383
26381,122342
29001,130202
33328,143183
