bit,LL_ptr
430,5585
3326,43234
3624,47109
9470,71609
12088,79463
33688,144263
37447,155540
40692,165276
1358,17649
2533,32923
12448,80542
18797,99591
20747,105440
23430,113490
25136,118606
34048,145342
830,10783
3962,51500
8480,68640
9427,71481
12808,81622
24530,116790
34408,146424
39132,160594
1196,15543
1807,23486
6845,63735
13168,82703
18496,98688
25782,120545
32860,141780
34768,147503
948,12319
1319,17143
3319,43143
7437,65509
13528,83784
35128,148583
35589,149965
35860,150779
1765,22938
3309,43014
7636,66108
11790,78569
13888,84862
33327,143181
35488,149664
36775,153525
54,698
4196,54543
10743,75428
13549,83846
14248,85944
33706,144316
35848,150744
40118,163553
403,5233
2659,34561
8223,67868
14608,87024
19216,100847
34502,146705
36208,151822
42556,170868
784,10188
2826,36734
8707,69321
14968,88104
16710,93330
23096,112487
31351,137252
36568,152904
2104,27345
3832,49808
5424,59472
15328,89183
17631,96092
23348,113243
27323,125168
36928,153983
2344,30468
3396,44142
9755,72464
11977,79131
15688,90264
34597,146991
37288,155063
39534,161800
465,6039
1664,21625
9289,71065
16048,91344
21466,107596
32459,140577
33627,144081
37648,156144
2493,32404
3627,47148
13020,82259
15006,88216
16408,92423
27518,125754
30248,133944
38008,157224
355,4610
3128,40660
5627,60080
15003,88208
16768,93503
21865,108794
22031,109292
38368,158304
2304,29947
2475,32171
4728,57384
17128,94584
18024,97272
21882,108844
38728,159383
41385,167353
220,2854
1622,21082
6663,63188
16285,92055
17488,95664
33143,142629
39088,160463
42051,169351
1353,17585
1957,25438
3697,48058
7699,66296
17848,96742
27334,125200
39448,161543
42989,172167
746,9693
2922,37981
8708,69323
11327,77181
18208,97823
39808,162623
40572,164915
43165,172694
34,438
1928,25061
2267,29465
3816,49601
18568,98903
26899,123896
40168,163702
41960,169080
1340,17416
2920,37955
14403,86408
18614,99040
18928,99982
34214,145841
36594,152981
40528,164784
2245,29180
3895,50629
5364,59290
15729,90386
19288,101062
22411,110433
37663,156188
40888,165863
2998,38968
4204,54646
6262,61986
17700,96300
19648,102143
25519,119755
28886,129858
41248,166944
1770,23002
2911,37839
7374,65322
11618,78054
20008,103222
38184,157751
41608,168022
42594,170981
1046,13594
3437,44674
16861,93781
20368,104303
21362,107286
36138,151614
39390,161370
41968,169103
1391,18078
3737,48577
15505,89714
17762,96485
20728,105384
23025,112273
29921,132963
42328,170182
1598,20771
1846,23992
3117,40518
18864,99791
21088,106462
24172,115716
32207,139821
42688,171262
632,8213
1216,15803
1638,21289
3203,41635
21448,107543
36642,153124
39785,162555
43048,172343
205,2660
209,2712
4293,55804
4659,57175
14325,86173
21809,108627
28484,128651
28777,129530
569,7392
1100,14294
2778,36110
4653,57158
6464,62591
22169,109706
40108,163524
40587,164959
929,12072
2938,38187
4097,53257
14291,86072
17138,94613
22529,110785
30737,135410
42217,169851
621,8070
1186,15414
1289,16753
2500,32495
5950,61049
22889,111867
38462,158585
41309,167126
472,6129
728,9459
1649,21431
11030,76289
21058,106373
23249,112947
26223,121868
28255,127965
2009,26112
2057,26735
2637,34275
3291,42782
20565,104895
22478,110633
23609,114027
23776,114528
72,931
2361,30688
2369,30791
3236,42063
12713,81338
23969,115106
25029,118287
29927,132980
163,2114
705,9160
2729,35473
2745,35681
5342,59225
24329,116186
31766,138498
35923,150967
3089,40154
3803,49434
4319,56141
4840,57719
11486,77657
24689,117266
38645,159135
39900,162898
1681,21845
1803,23435
2553,33183
3449,44831
15225,88875
25049,118346
34023,145268
37342,155225
2162,28102
2594,33716
3809,49511
13821,84662
15372,89314
25409,119426
30676,135228
33924,144972
810,10525
2276,29582
3026,39331
4169,54193
12125,79573
25769,120507
29627,132081
35126,148578
1123,14593
3472,45131
4529,56787
15853,90758
20329,104187
22945,112034
26129,121586
37148,154644
258,3349
462,6001
4102,53321
4889,57866
14632,87095
23440,113519
26489,122666
27565,125894
1076,13983
1711,22235
5249,58947
8639,69116
10016,73247
26849,123746
27908,126924
29639,132116
855,11108
3794,49318
5609,60027
9276,71027
20441,104521
25613,120039
27209,124827
38796,159586
1407,18285
3943,51253
5969,61105
7050,64349
12441,80522
27569,125905
31269,137006
36845,153734
990,12866
1976,25684
2177,28296
6329,62186
12379,80337
27929,126986
28403,128407
39009,160227
2116,27501
3534,45936
6689,63265
10538,74814
13792,84576
23818,114653
28289,128066
31904,138910
33,426
3476,45182
7049,64347
16933,93999
18154,97661
24240,115919
28649,129147
30358,134273
484,6284
1981,25748
5819,60657
7409,65426
16080,91439
22013,109239
29009,130225
32566,140897
2527,32846
2782,36161
7769,66505
10173,73718
12994,82182
29204,130811
29369,131307
31630,138089
1153,14985
2928,38058
8129,67587
17328,95183
19923,102968
25391,119373
26716,123348
29729,132385
302,3920
1547,20109
3999,51983
8489,68666
19190,100770
30089,133467
41521,167763
41558,167873
829,10771
3195,41532
4171,54218
8849,69745
16442,92525
24539,116816
30449,134546
32296,140086
75,969
699,9083
3484,45286
9209,70827
13331,83192
30809,135625
35538,149813
38097,157490
201,2609
1561,20291
9569,71905
19454,101562
19527,101780
27968,127102
29426,131477
31169,136706
643,8356
1731,22496
9929,72987
11153,76657
20978,106134
26029,121287
31529,137787
34617,147050
979,12722
3733,48525
3751,48758
7962,67085
10289,74065
31889,138866
38157,157669
40740,165419
3296,42846
4032,52411
10166,73698
10649,75146
19916,102948
26603,123008
32249,139946
33031,142292
2088,27138
3338,43389
6653,63159
11009,76227
12688,81264
31077,136431
32609,141025
35212,148834
1572,20434
2439,31703
2851,37058
4159,54064
11369,77306
32969,142106
36153,151658
42250,169949
716,9302
1967,25568
2593,33704
4295,55829
11729,78386
26382,122345
29002,130205
33329,143186
431,5598
3327,43247
3625,47123
9471,71612
12089,79466
33689,144266
37448,155543
40693,165279
1359,17662
2534,32936
12449,80545
18798,99594
20748,105443
23431,113493
25137,118609
34049,145345
831,10796
3963,51514
8481,68643
9428,71484
12809,81625
24531,116793
34409,146427
39133,160597
1197,15556
1808,23499
6846,63738
13169,82706
18497,98691
25783,120548
32861,141783
34769,147507
949,12332
1320,17156
3320,43156
7438,65512
13529,83787
35129,148586
35590,149968
35861,150782
1766,22951
3310,43027
7637,66111
11791,78572
13889,84865
33328,143184
35489,149667
36776,153528
55,711
4197,54556
10744,75431
13550,83849
14249,85947
33707,144319
35849,150747
40119,163556
404,5246
2660,34574
8224,67871
14609,87027
19217,100850
34503,146708
36209,151825
42557,170871
785,10201
2827,36747
8708,69324
14969,88107
16711,93333
23097,112490
31352,137255
36569,152907
2105,27358
3833,49821
5425,59475
15329,89186
17632,96095
23349,113246
27324,125171
36929,153986
2345,30481
3397,44155
9756,72467
11978,79134
15689,90267
34598,146994
37289,155066
39535,161803
466,6052
1665,21638
9290,71068
16049,91347
21467,107599
32460,140580
33628,144084
37649,156147
2494,32417
3628,47161
13021,82262
15007,88219
16409,92426
27519,125757
30249,133947
38009,157227
356,4623
3129,40673
5628,60083
15004,88211
16769,93506
21866,108797
22032,109295
38369,158307
2305,29960
2476,32184
4729,57387
17129,94587
18025,97275
21883,108847
38729,159386
41386,167356
221,2867
1623,21095
6664,63191
16286,92058
17489,95667
33144,142632
39089,160466
42052,169354
1354,17598
1958,25451
3698,48071
7700,66299
17849,96745
27335,125203
39449,161546
42990,172170
747,9706
2923,37994
8709,69326
11328,77184
18209,97826
39809,162626
40573,164918
43166,172697
35,451
1929,25074
2268,29479
3817,49614
18569,98906
26900,123899
40169,163705
41961,169083
1341,17429
2921,37969
14404,86411
18615,99043
18929,99985
34215,145844
36595,152984
40529,164787
2246,29193
3896,50642
5365,59293
15730,90389
19289,101065
22412,110436
37664,156191
40889,165866
2999,38981
4205,54659
6263,61989
17701,96303
19649,102146
25520,119758
28887,129861
41249,166947
1771,23015
2912,37852
7375,65325
11619,78057
20009,103225
38185,157754
41609,168025
42595,170984
1047,13607
3438,44687
16862,93784
20369,104306
21363,107289
36139,151617
39391,161373
41969,169106
1392,18091
3738,48590
15506,89717
17763,96488
20729,105387
23026,112276
29922,132966
42329,170185
1599,20784
1847,24005
3118,40531
18865,99794
21089,106465
24173,115719
32208,139824
42689,171265
633,8226
1217,15816
1639,21302
3204,41648
21449,107546
36643,153127
39786,162558
43049,172346
206,2673
210,2725
4294,55817
4660,57178
14326,86176
21810,108630
28485,128654
28778,129533
570,7405
1101,14307
2779,36123
4654,57161
6465,62594
22170,109709
40109,163527
40588,164962
930,12085
2939,38200
4098,53270
14292,86075
17139,94616
22530,110788
30738,135413
42218,169854
622,8083
1187,15427
1290,16766
2501,32508
5951,61052
22890,111870
38463,158588
41310,167129
473,6142
729,9472
1650,21444
11031,76292
21059,106376
23250,112950
26224,121871
28256,127968
2010,26125
2058,26748
2638,34288
3292,42795
20566,104898
22479,110636
23610,114030
23777,114531
73,944
2362,30701
2370,30804
3237,42076
12714,81341
23970,115110
25030,118290
29928,132983
164,2127
706,9173
2730,35486
2746,35695
5343,59228
24330,116189
31767,138501
35924,150970
3090,40168
3804,49447
4320,56154
4841,57722
11487,77660
24690,117269
38646,159138
39901,162901
1682,21858
1804,23448
2554,33196
3450,44844
15226,88878
25050,118349
34024,145271
37343,155228
2163,28115
2595,33729
3810,49524
13822,84665
15373,89317
25410,119429
30677,135231
33925,144975
811,10538
2277,29595
3027,39344
4170,54206
12126,79576
25770,120510
29628,132084
35127,148581
1124,14606
3473,45144
4530,56790
15854,90761
20330,104190
22946,112037
26130,121589
37149,154647
259,3362
463,6014
4103,53334
4890,57869
14633,87098
23441,113522
26490,122669
27566,125897
1077,13996
1712,22248
5250,58950
8640,69119
10017,73250
26850,123749
27909,126927
29640,132119
856,11121
3795,49331
5610,60030
9277,71030
20442,104524
25614,120042
27210,124830
38797,159590
1408,18298
3944,51266
5970,61108
7051,64352
12442,80525
27570,125908
31270,137009
36846,153737
991,12879
1977,25697
2178,28309
6330,62189
12380,80340
27930,126989
28404,128410
39010,160230
2117,27514
3535,45949
6690,63268
10539,74817
13793,84579
23819,114656
28290,128069
31905,138913
34,439
3477,45195
7050,64350
16934,94002
18155,97664
24241,115922
28650,129150
30359,134276
485,6297
1982,25761
5820,60660
7410,65429
16081,91442
22014,109242
29010,130228
32567,140900
2528,32859
2783,36174
7770,66508
10174,73721
12995,82185
29205,130814
29370,131310
31631,138092
1154,14998
2929,38071
8130,67590
17329,95186
19924,102971
25392,119376
26717,123351
29730,132388
303,3933
1548,20122
4000,51996
8490,68669
19191,100773
30090,133470
41522,167766
41559,167876
830,10784
3196,41545
4172,54231
8850,69748
16443,92528
24540,116819
30450,134549
32297,140089
76,982
700,9096
3485,45299
9210,70830
13332,83195
30810,135628
35539,149816
38098,157493
202,2622
1562,20304
9570,71908
19455,101565
19528,101783
27969,127105
29427,131480
31170,136709
644,8369
1732,22509
9930,72990
11154,76660
20979,106137
26030,121290
31530,137790
34618,147053
980,12735
3734,48538
3752,48771
7963,67088
10290,74068
31890,138869
38158,157672
40741,165422
3297,42859
4033,52424
10167,73701
10650,75149
19917,102951
26604,123011
32250,139949
33032,142295
2089,27151
3339,43402
6654,63162
11010,76230
12689,81267
31078,136434
32610,141028
35213,148837
1573,20447
2440,31716
2852,37071
4160,54077
11370,77309
32970,142109
36154,151661
42251,169952
717,9315
1968,25581
2594,33717
4296,55842
11730,78389
26383,122348
29003,130208
33330,143189
432,5611
3328,43260
3626,47136
9472,71615
12090,79469
33690,144269
37449,155546
40694,165282
1360,17675
2535,32949
12450,80548
18799,99597
20749,105446
23432,113496
25138,118612
34050,145348
832,10809
3964,51527
8482,68646
9429,71487
12810,81628
24532,116796
34410,146430
39134,160600
1198,15569
1809,23512
6847,63741
13170,82709
18498,98694
25784,120551
32862,141786
34770,147510
950,12345
1321,17169
3321,43169
7439,65515
13530,83790
35130,148589
35591,149971
35862,150785
1767,22964
3311,43040
7638,66114
11792,78575
13890,84868
33329,143187
35490,149670
36777,153531
56,724
4198,54569
10745,75434
13551,83852
14250,85950
33708,144322
35850,150750
40120,163559
405,5259
2661,34587
8225,67874
14610,87030
19218,100853
34504,146711
36210,151828
42558,170874
786,10214
2828,36760
8709,69327
14970,88110
16712,93336
23098,112493
31353,137258
36570,152910
2106,27371
3834,49834
5426,59478
15330,89189
17633,96098
23350,113249
27325,125174
36930,153989
2346,30494
3398,44168
9757,72470
11979,79137
15690,90270
34599,146997
37290,155069
39536,161806
467,6065
1666,21651
9291,71071
16050,91350
21468,107602
32461,140583
33629,144087
37650,156150
2495,32430
3629,47174
13022,82265
15008,88222
16410,92429
27520,125760
30250,133950
38010,157230
357,4637
3130,40686
5629,60086
15005,88214
16770,93509
21867,108800
22033,109298
38370,158310
2306,29973
2477,32197
4730,57390
17130,94590
18026,97278
21884,108850
38730,159389
41387,167359
222,2880
1624,21108
6665,63194
16287,92061
17490,95670
33145,142635
39090,160469
42053,169357
1355,17611
1959,25464
3699,48084
7701,66302
17850,96748
27336,125206
39450,161549
42991,172173
748,9719
2924,38007
8710,69329
11329,77187
18210,97829
39810,162629
40574,164921
43167,172700
36,464
1930,25087
2269,29492
3818,49627
18570,98909
26901,123902
40170,163708
41962,169086
1342,17442
2922,37982
14405,86414
18616,99046
18930,99988
34216,145847
36596,152987
40530,164790
2247,29206
3897,50655
5366,59296
15731,90392
19290,101068
22413,110439
37665,156194
40890,165869
3000,38994
4206,54672
6264,61992
17702,96306
19650,102149
25521,119761
28888,129864
41250,166950
1772,23028
2913,37865
7376,65328
11620,78060
20010,103228
38186,157757
41610,168028
42596,170987
1048,13620
3439,44700
16863,93788
20370,104309
21364,107292
36140,151620
39392,161376
41970,169109
1393,18104
3739,48603
15507,89720
17764,96491
20730,105390
23027,112279
29923,132969
42330,170188
1600,20797
1848,24018
3119,40544
18866,99797
21090,106468
24174,115722
32209,139827
42690,171268
634,8239
1218,15829
1640,21315
3205,41661
21450,107549
36644,153130
39787,162561
43050,172349
207,2687
211,2738
4295,55830
4661,57181
14327,86179
21811,108633
28486,128657
28779,129536
571,7418
1102,14320
2780,36136
4655,57164
6466,62597
22171,109712
40110,163530
40589,164965
931,12098
2940,38213
4099,53283
14293,86078
17140,94619
22531,110791
30739,135416
42219,169857
623,8096
1188,15440
1291,16779
2502,32521
5952,61055
22891,111873
38464,158591
41311,167132
474,6155
730,9485
1651,21457
11032,76295
21060,106379
23251,112953
26225,121874
28257,127971
2011,26138
2059,26761
2639,34301
3293,42808
20567,104901
22480,110639
23611,114033
23778,114534
74,957
2363,30714
2371,30817
3238,42089
12715,81344
23971,115113
25031,118293
29929,132986
165,2140
707,9186
2731,35499
2747,35708
5344,59231
24331,116192
31768,138504
35925,150973
3091,40181
3805,49460
3961,51488
4842,57725
11488,77663
24691,117273
38647,159141
39902,162904
1683,21871
1805,23461
2555,33209
3451,44857
15227,88881
25051,118352
34025,145274
37344,155231
2164,28128
2596,33742
3811,49537
13823,84668
15374,89320
25411,119432
30678,135234
33926,144978
812,10551
2278,29608
3028,39358
4171,54219
12127,79579
25771,120513
29629,132087
35128,148584
1125,14619
3474,45157
4531,56793
15855,90764
20331,104193
22947,112040
26131,121592
37150,154650
260,3375
464,6027
4104,53347
4891,57872
14634,87101
23442,113525
26491,122672
27567,125900
1078,14009
1713,22262
5251,58953
8281,68043
10018,73253
26851,123752
27910,126930
29641,132122
857,11134
3796,49344
5611,60033
9278,71033
20443,104527
25615,120045
27211,124833
38798,159593
1409,18311
3945,51279
5971,61112
7052,64355
12443,80528
27571,125911
31271,137012
36847,153740
992,12892
1978,25710
2179,28322
6331,62192
12381,80343
27931,126992
28405,128413
39011,160233
2118,27527
3536,45962
6691,63271
10540,74820
13794,84582
23820,114659
28291,128072
31906,138916
35,452
3478,45208
7051,64353
16935,94005
18156,97667
24242,115925
28651,129153
30360,134279
486,6310
1983,25774
5821,60663
7411,65432
16082,91445
22015,109245
29011,130231
32568,140903
2529,32872
2784,36187
7771,66511
10175,73724
12996,82188
29206,130817
29371,131313
31632,138095
1155,15011
2930,38084
8131,67593
17330,95189
19925,102974
25393,119379
26718,123354
29731,132391
304,3946
1549,20135
4001,52009
8491,68672
19192,100776
30091,133473
41523,167769
41560,167879
831,10797
3197,41558
4173,54244
8851,69751
16444,92531
24541,116822
30451,134552
32298,140092
77,995
701,9109
3486,45312
9211,70833
13333,83198
30811,135631
35540,149819
38099,157496
203,2635
1563,20318
9571,71911
19456,101568
19529,101786
27970,127108
29428,131483
31171,136712
645,8382
1733,22522
9931,72993
11155,76663
20980,106140
26031,121293
31531,137793
34619,147056
981,12749
3735,48552
3753,48784
7964,67091
10291,74071
31891,138872
38159,157675
40742,165425
3298,42872
4034,52437
10168,73704
10651,75152
19918,102954
26605,123014
32251,139952
33033,142298
2090,27164
3340,43415
6655,63165
11011,76233
12690,81270
31079,136437
32611,141031
35214,148840
1574,20460
2441,31729
2853,37084
4161,54090
11371,77312
32971,142112
36155,151664
42252,169955
718,9328
1969,25594
2595,33730
